id|owner_id|created_time|typename|comment_count|like_count|video_view_count|shortcode|caption
2310401304563800267|4741815779|2020-05-16 15:02:01|GraphImage|0|2||CAQMb7XH9jL|"#SelfCareSaturday⁣ 💜⁣
⁣⁣
Brew up our favorite warm tea, find a quiet place and do some soul searching this weekend⁣⁣⁣. It will be Monday before you know it and you want to kick off your week with fresh new thoughts and vibes. ⁣
⁣⁣⁣⁣⁣⁣⁣
Contact us now to schedule your appointment. ⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣
✉ team@myhoustonsurgeons.com⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
☎: 713-791-0700 ⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣📍Memorial Location⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
9230 Katy Freeway, Suite 600, Houston, TX 77055⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
📍The Woodlands Location⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
9303 Pinecroft, Suite 390, The Woodlands, TX 77380⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
#myhoustonsurgeons #plasticsurgery #plasticsurgeon #houstondoctor #houstondoctors #houstonsurgeon #houstonsurgeons⁣⁣⁣ #explorepage #surgeonsofinstagram⁣⁣⁣⁣⁣⁣⁣⁣"
2310401136456104980|551170488|2020-05-16 15:01:39|GraphImage|0|0||CAQMZezH_wU|"Somos o Centro Estético @centroesteticokellydahmer , estamos a 12 anos nesse ramo,  além de atendimentos temos curso na área da estética. 
Nosso foco é Sobrancelhas e Cílios, temos muitos outros procedimentos venha conferir..
.
.
.
.
#esteticafacial #cirurgiaplastica #plasticsurgery #rejuvenescimento #esteticista #limpezadepele #beleza #dentista #dermatologia #odontologia #massagem #pelelinda #pele #cuidados #peeling#estetica #maquiagem #cabelo #mulher #cosmeticos #bemestar #cabeleireiro #cabelos #dicas #salaodebeleza #make #saúde #pele #cuidadoscomapele #corpo"
2310401117923641942|3271128863|2020-05-16 15:01:37|GraphSidecar|0|3||CAQMZNigQpW|"#สวยจบครบที่ดีเอ
.
˜”*°•.˜”*°• DA Plastic Surgery •°*”˜.•°*”˜
.
------------------------------------
.
DA plastic Surgery.
โรงพยาบาลศัลยกรรมที่ใหญ่และทันสมัยที่สุดในเกาหลี
.
🥇อันดับ 1 ศัลยกรรมขากรรไกรและโครงหน้าปี 2015 และ 2017.
🥇อันดับ 1 ศัลยกรรมจมูกและตา ปี 2018 และ 2019.
🥇อันดับ 1 ศัลยกรรมหน้าอก ปี 2019.
🥇อันดับ 1 โรงพยาบาลที่คนเกาหลีไว้วางใจ 3 ปี ซ้อน
.
🆒 ct scan ใหม่และทันสมัยที่สุดในเกาหลี.
🆒 Divina 3D scan หน้าอก จำลองรูปหลังเสริมหน้าอก.
🆒 สำรองยาเดนโทเรน กรณีคนไข้แพ้ยาสลบ.
🆒 มีแลปตรวจเลือด ปอด หัวใจ ภายใน.
🆒 มีแพทย์ผู้ชำนาญเฉพาะด้านมากกว่า 20 ท่าน.
👍 วิสัญญีแพทย์ 1:1.
🆓 บริการล่ามไทย-เกาหลี.
🆓 บริการรถรับ-ส่ง สนามบิน.
🆓 บริการจองตั๋ว ที่พัก.
🆓 บริการเลเซอร์ลดบวม.
🆓 **ให้บริการแบบ One Stop Service โดยตรง ❌ไม่มีเอเจนซี่**
.
📳ปรึกษา line : da_thailand (มี@นำหน้า).
หรือ line : @ssagency (มี@นำหน้า)
.
🌐www.daprs.com
.
🎥youtube : โรงพยาบาลศัลยกรรมดีเอ
.
FB: โรงพยาบาลดีเอ DA Plastic Surgery
.
-----------------------------------
.
#สุดท้ายก็ดีเอ #DAxSS #daprs #daplasticsurgery #koreansurgery #plasticsurgery #โรงพยาบาลศัลยกรรมดีเอ #ศัลยกรรมเกาหลี #รีวิวศัลยกรรมเกาหลี #ศัลยกรรม #ศัลยกรรมโครงหน้า #ทุบหน้าเกาหลี #koreansurgery #ดึงหน้า #ขากรรไกร #ลิฟติ้ง #เสริมหน้าอก #จมูกเกาหลี #สวยยันกระดูก #สวยจบครบที่ดีเอ #สวยจบครบที่DA #디에이성형외과의원 #디에이성형외과"
2310399518402440082|3141709456|2020-05-16 15:01:23|GraphVideo|0|3|18|CAQMB73nGuS|"Luians Nose Shape Refinement – Part 4: One week after nose surgery

In this video we will see Luian one week after the operation. She will tell us, if she is happy with the results of the nose surgery so far, even if the nose is still a bit swollen.

If you are interested in nose operation, describe your situation and ask Dr. Bessler questions here: https://www.bessler.ch/inquiry 
For personal online consultation for foreign patients go here: www.bessler.ch/online-consultation. 
For general information: https://www.bessler.ch

@luian_bailey

#rhinoplasty #nosejob #nosesurgery #nosecorrection  #noseoperation #nose  #nasal  #beauty 
#nasenkorrektur #nasenop #nasenoperation #rhinoplastik  #nasenchirurgie #nase

#bodytransformation #plasticsurgery #perfectnose #bestnose #nosecontour

#perfectnoselift #perfectnosetreatment #perfectnoses #perfectnoseshape #noseexpert #nosesurgeon"
2310400959547016237|1940172532|2020-05-16 15:01:18|GraphImage|1|12||CAQMW6ChYQt|Before and after with ORBERA® Balloon, an FDA-approved weight loss system that goes beyond a diet but does not require surgery. Visit our website to learn more and schedule your consultation!
2310400488837182446|9773181391|2020-05-16 15:01:02|GraphVideo|0|4|23|CAQMQDqB3Pu|"@cznburak in medicine 😂😂😂😂😅😅😅😅. Video by @avicennaway.

Отмечайте Бурака @cznburak
, в комментарии данной публикации.

#medicine#doctor#futuredoctors#medicalstudents#medico#surgeon#plasticsurgery#ophthalmology#oncology#urology#tajikistan#Dushanbe#cardiovascular#urologista#tajik#tojikon#like4likes#liketime#likeforlikes#nurselife#nurse#"
2310400666415938513|281667650|2020-05-16 15:00:43|GraphImage|0|10||CAQMSpCjDvR|".
•
.
•
.
•
.
•
.
#medico #doctor #medicina #salute #italia #milano #italy #instagood #medicine #dottore #med #estetica #roma #benessere #instagram #sport #ambulatorio #plasticsurgery #hospital #dentista #clinica #medicinaestetica"
2310400587177709386|4609754743|2020-05-16 15:00:35|GraphImage|0|2||CAQMRfPlM9K|"We are ready to make up for lost times 😍 
We love seeing our beautiful clients walk through our doors again! .
.
Call our office today 239-596-8000 to schedule a consultation, purchase a gift card and/or a visit to our Boutique Skin Spa!
.
.
#skinspa #femaleplasticsurgeon #boardcertifiedplasticsurgeon #naplesskinspa #boutiqueplasticsurgery #plasticsurgeon #plasticsurgery #colliercountymoms #inthe239"
2310400467916506600|14411010421|2020-05-16 15:00:20|GraphImage|0|0||CAQMPwLD0Xo|"Dr. Shayda Mirhaidari, MD. specializes in breast reconstruction and skin cancer surgery. Northeast Ohio native Dr. Mirhaidari is a board-eligible plastic surgeon. She served her general surgery and plastic surgery residencies at Summa Health. Dr. Mirhaidari sees patients at Crystal Clinic's Montrose and Canton locations.
Call 330-668-4065 or visit the link in our bio to schedule and appointment with Dr. Mirhaidari today.
• • •
Due to the COVID-19 pandemic, please call our office at (330) 668-4065 for the availability of appointments and further information.

#crystalplastics #crystalplasticsurgerons #plasticsurgery #plasticsurgeons #cosmeticsurgeon #cosmeticsurgery #beauty #patientcare #lookyourbest #plasticsurgery #aestheticsurgery #cosmeticsurgery #aesthetics #breastreconstruction #bodycontouring #medicine #doctor #sugeron #premiere #plasticsurgeryinstagram #Akron #AkronOhio #Canton #CantonOhio #Montrose #MontroseOhio #BroadviewHeights #BroadviewHeightsOhio"
2310400394624313810|3271128863|2020-05-16 15:00:11|GraphImage|0|8||CAQMOr6gSnS|"#สวยจบครบที่ดีเอ
.
˜”*°•.˜”*°• DA Plastic Surgery •°*”˜.•°*”˜
.
------------------------------------
.
DA plastic Surgery.
โรงพยาบาลศัลยกรรมที่ใหญ่และทันสมัยที่สุดในเกาหลี
.
🥇อันดับ 1 ศัลยกรรมขากรรไกรและโครงหน้าปี 2015 และ 2017.
🥇อันดับ 1 ศัลยกรรมจมูกและตา ปี 2018 และ 2019.
🥇อันดับ 1 ศัลยกรรมหน้าอก ปี 2019.
🥇อันดับ 1 โรงพยาบาลที่คนเกาหลีไว้วางใจ 3 ปี ซ้อน
.
🆒 ct scan ใหม่และทันสมัยที่สุดในเกาหลี.
🆒 Divina 3D scan หน้าอก จำลองรูปหลังเสริมหน้าอก.
🆒 สำรองยาเดนโทเรน กรณีคนไข้แพ้ยาสลบ.
🆒 มีแลปตรวจเลือด ปอด หัวใจ ภายใน.
🆒 มีแพทย์ผู้ชำนาญเฉพาะด้านมากกว่า 20 ท่าน.
👍 วิสัญญีแพทย์ 1:1.
🆓 บริการล่ามไทย-เกาหลี.
🆓 บริการรถรับ-ส่ง สนามบิน.
🆓 บริการจองตั๋ว ที่พัก.
🆓 บริการเลเซอร์ลดบวม.
🆓 **ให้บริการแบบ One Stop Service โดยตรง ❌ไม่มีเอเจนซี่**
.
📳ปรึกษา line : da_thailand (มี@นำหน้า).
หรือ line : @ssagency (มี@นำหน้า)
.
🌐www.daprs.com
.
🎥youtube : โรงพยาบาลศัลยกรรมดีเอ
.
FB: โรงพยาบาลดีเอ DA Plastic Surgery
.
-----------------------------------
.
#สุดท้ายก็ดีเอ #DAxSS #daprs #daplasticsurgery #koreansurgery #plasticsurgery #โรงพยาบาลศัลยกรรมดีเอ #ศัลยกรรมเกาหลี #รีวิวศัลยกรรมเกาหลี #ศัลยกรรม #ศัลยกรรมโครงหน้า #ทุบหน้าเกาหลี #koreansurgery #ดึงหน้า #ขากรรไกร #ลิฟติ้ง #เสริมหน้าอก #จมูกเกาหลี #สวยยันกระดูก #สวยจบครบที่ดีเอ #สวยจบครบที่DA #디에이성형외과의원 #디에이성형외과"
2310400306183395565|25536271752|2020-05-16 15:00:00|GraphImage|0|4||CAQMNZjA9jt|"Scarless Liposuction with transnipple gynecomastia removal. 
Follow this link to learn about the entire procedure: 
https://youtu.be/ROQkJXC0dxg

#plasticsurgerychennai #cosmeticsurgerychennai #plasticsurgery #cosmeticsurgery #liposuction #liposuctionchennai #gynecomastia #scarlessliposuction #manboobs"
2310400115184790600|234069974|2020-05-16 14:59:38|GraphImage|0|13||CAQMKnqnGxI|"2020... the year for loungewear that is all.
.
.
.
.
.
.
.
.
Wearing @nastygal 
#loungewear#nastygal#weekendmood#tan#naturalhair#makeup#glowup#bournemouth#selfcapture#knitwear#brunette#instafashion#fashiondaily#isolation#tattooed#instalove#esteelauder#lorealhair#maccosmetics##prada#bareminerals#rodial#rodialskincare#velvetteddy#lancome#makeupaddict#plasticsurgery#asthetics#topshopjewellery"
2310399807951612658|5388226466|2020-05-16 14:59:01|GraphImage|0|2||CAQMGJiFiry|"50% off Valid Until June -
LOOK 10 years younger with stem-cell fat grafting ✅ Age rewind Facial fat transfer with stemcells ✅ It gives you a younger looking face & better skin ✅ Taking excess fat from the belly or thighs and filling in areas on the face ☑ No visible scar ☑️Immediate results ☑️ Syringe assisted Liposuction
☑️ High rate of fat survival 🇹🇭 Full face fat graft at Bangkok Thailand clinic ♥ We have packages for foreigners from airport pickup/drop off - Hotel booking - Nurse on call. 💯 Best service and best aftercare guaranteed

#plasticsurgery #fatgrafting #liposuction #kbeauty #bangkok #seoul #medicaltourism #model #antiaging #skincare #instagrammers #beautyguru #makeover #cosmetologist #aesthetics #filler #botox #instagood #influencer #girls #singapore #gyaru #doll #kualalumpur"
2310399787063425631|8131261744|2020-05-16 14:58:58|GraphImage|0|2||CAQMF2FDbpf|"50% off Valid Until June -
LOOK 10 years younger with stem-cell fat grafting ✅ Age rewind Facial fat transfer with stemcells ✅ It gives you a younger looking face & better skin ✅ Taking excess fat from the belly or thighs and filling in areas on the face ☑ No visible scar ☑️Immediate results ☑️ Syringe assisted Liposuction
☑️ High rate of fat survival 🇹🇭 Full face fat graft at Bangkok Thailand clinic ♥ We have packages for foreigners from airport pickup/drop off - Hotel booking - Nurse on call. 💯 Best service and best aftercare guaranteed

#plasticsurgery #fatgrafting #liposuction #kbeauty #bangkok #seoul #medicaltourism #model #antiaging #skincare #instagrammers #beautyguru #makeover #cosmetologist #aesthetics #filler #botox #instagood #influencer #girls #singapore #gyaru #doll #kualalumpur"
2310398019835406597|20715000329|2020-05-16 14:58:53|GraphVideo|0|1|5|CAQLsIODikF|"#Repost @neauviaus with @make_repost
・・・
Purposeful design for planned returns.

Plasma IQ's energy-based technology is quick, controlled and cordless allowing you to carry a 20-minute, minimally invasive add-on service in your pocket.

#neauviaus #northamerica #plasmaiq #skintightening #fdacleared #holisticbeauty #dermatology #aesthetic #aestheticmedicine #plasticsurgery"
2310399422913266558|2227669802|2020-05-16 14:58:15|GraphImage|0|4||CAQMAi8A0N-|"~ Dott. Roberto Bertoloni 👨🏻‍⚕️
.
Esposizione Clitoridea 🌺
.
L’Esposizione Clitoridea è uno degli interventi maggiormente richiesti in quanto permette davvero di migliorare la vita sessuale di una paziente.
La chirurgia estetica dei genitali femminili si sta espandendo e sta approfondendo le proprie competenze, sino a raggiungere obiettivi nuovi ed innovativi nel campo. Infatti tra i possibili interventi, molte donne, oggi, si sottopongono a quello dell’esposizione clitoridea, per migliorare le prestazioni sessuali, essendo il clitoride la parte del corpo femminile maggiormente erogena.
.
www.robertobertoloni.it
.
#plasticsurgery #robertobertoloni #cosmeticsurgery #beauty #surgery #rhinoplasty #liposuction #botox  #lipo #beforeandafter #chirurgiaintima #facelift #aesthetics #antiaging #sessuale #mommymakeover #aesthetic #aestheticsurgery #fillers #intimo #doctor #rinoplastia #esposizioneclitoridea"
2310399306396112772|6332289130|2020-05-16 14:58:01|GraphSidecar|0|2||CAQL-2bDJeE|"¡Estamos locas por consentir a Mamá! ✨⁣⁣⁣⁣
⁣⁣⁣⁣
Por esto hemos armado estas dos increíbles ofertas:⁣⁣⁣⁣
⁣⁣⁣⁣
Oferta 1 CUIDA TU PIEL ✨⁣⁣⁣⁣
5 sesiones de Radiofrecuencia combinadas con Cavitación, para esas mamis que necesitan mejorar el aspecto de su piel como la flacidez, grasa localizada, celulitis, etc. por tan solo RD$9,500.⁣⁣⁣⁣
Solo una área a elegir: Abdomen, espalda baja, brazos o piernas.⁣⁣⁣⁣
⁣⁣⁣⁣
Oferta 2 DÍA DE SPA ✨⁣⁣⁣⁣
Lavado y secado con línea más un Masaje de Relajación, para esas mamis que necesitan un descanso después de la cuarentena. Por tan solo RD$2,200.⁣⁣⁣⁣
Las líneas a elegir son @deyabydewipena y @m.earthrd ⁣⁣⁣⁣
⁣⁣⁣⁣
¡Porque Mamá merece lo mejor! 💕✨⁣⁣⁣⁣
⁣⁣⁣⁣
849-354-9199 whatsapp. ⁣⁣⁣⁣⁣
Rafael Augusto Sánchez 17, ⁣⁣⁣⁣⁣
Plaza Saint Michel suite 101, Naco. ⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣
¡Ven y Vive la experiencia Miss Wellness PSC! ✨ ⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣
//////////////////////////////////////⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣
#queenwellness👑⁣⁣ ⁣
#misswellnessrd⁣⁣⁣⁣
#postsurgerycare⁣⁣ ⁣
#cirugiaplasticard⁣⁣⁣⁣
#skincarerd⁣⁣⁣
#salondebellezard⁣⁣⁣⁣
#salonensantodomingo⁣⁣ ⁣
#distritonacionalrd⁣⁣ ⁣⁣
#depilacionrd⁣⁣⁣
#masajeconpindas⁣⁣
⁣#regeneraciondelapielrd⁣⁣⁣⁣
#masajederelajacion⁣⁣ ⁣
#pielsanard⁣⁣⁣⁣
#bellezard⁣⁣ ⁣
#centrodebellezard⁣⁣⁣⁣
#salonrd⁣⁣ ⁣
#cejasrd⁣⁣ ⁣
#masajeholistico⁣⁣ ⁣⁣
#spard⁣ ⁣
#pelosaludable⁣⁣⁣⁣
#cabellosedoso⁣⁣ ⁣
#beautyspa⁣⁣⁣⁣
#cuidatucabello⁣⁣ ⁣
#tipsdesalud⁣⁣⁣⁣
#hidratatupiel⁣⁣ ⁣
#plasticsurgery⁣⁣⁣⁣
#cirugiaplastica⁣⁣ ⁣
#beautyskincare⁣⁣⁣⁣
#drenajelinfatico⁣⁣ ⁣
#cuidadofacial⁣⁣⁣⁣"
2310398835292010738|4695435175|2020-05-16 14:57:05|GraphImage|1|4||CAQL3_rDnjy|"It’s always amazing how a rhinoplasty can instantly open up the face! Dr. Cohen refines the nose without making it look unnatural.

Which one of these transformations stands out the most to you?"
2310397754370151647|32069191117|2020-05-16 14:56:38|GraphVideo|0|5|11|CAQLoQ_F9Tf|".
بروفسور بهزاد خوروش اخصای لتجمیل الوجه والجسم عضو جمعیه الجراحین التجمیل فی العالم
رقم واتس اب 📱+989120752639

#plasticsurgery #ficelift #faceliftsurgery  #preservationrhinoplasty#plasticsurgeon #beauty #beautiful #cosmeticsurgery  #beforeandafter #nosesurgery
#جراحة_تجميل  #تجميل_نساء  #تجميل_الوجه #تجميلي #تجميليه #تجميل_جدة #تجميل_الخشم #تكبيرالذقن #الذقن_المزدوج #الذقن_المزدوجة
#شدالوجه #عملية_شد_الوجه #عملية_تجميل_الوجه  #شدالوجه
#جراحة_تجميلية #الکویت #العراقية #البصرة #اربیل_عراق"
2310398366082872571|2227669802|2020-05-16 14:56:09|GraphImage|0|2||CAQLxKsAzT7|"~ Dott. Roberto Bertoloni 👨🏻‍⚕️
.
Imenoplastica 🌺
.
L’imenoplastica consiste nella ricostruzione dell’imene, tramite intervento chirurgico. L’imene infatti risulta danneggiato in seguito al primo rapporto sessuale o ad un trauma della zona, o ancora, meno frequentemente, per l’utilizzo di assorbenti interni.
.
www.robertobertoloni.it
.
#plasticsurgery #robertobertoloni #cosmeticsurgery #beauty #surgery #rhinoplasty #liposuction #botox  #lipo #beforeandafter #chirurgiaintima #facelift #aesthetics #antiaging #sessuale #mommymakeover #aesthetic #aestheticsurgery #fillers #intimo #doctor #rinoplastia #imenoplastica"
2310397020023754180|21314727|2020-05-16 14:55:26|GraphVideo|0|8|111|CAQLdlEow3E|"Un soft botox é ciò che ci vuole per distendere la fronte senza congelarla.
Per scoprirne di più guarda le Pillole di Plastica.
.
.

#valeplastic #drcamilleri #camilleri #thesingingsurgeon #torino #turin #milano #courmayeur #courmayeurmontblanc #sicilia #enna #catania #caltanissetta #chirurgiaesteticatorino #epilazionelasertorino #fillerocchiaie #solcolacrimale #plasticsurgery #medicinaesteticatorino, #blefaroplastica, #blefaroplasticatorino #borsepalpebrali #borse #botox #tossinabotulinica #botoxtorino #medicalteamtorino #beauty  #skincare"
2310394824514045212|1943463614|2020-05-16 14:55:15|GraphVideo|1|44|293|CAQK9oWD4Uc|"I’m super late with this repost! 🤦🏾‍♀️ Look at all this melanin magic and there are a lot more of us! 🤩 #TooTiredAndPregnantToDressUp 🤷🏾‍♀️😂 .

Repost from @timesupprs
•
Every person featured in this video is a plastic and reconstructive surgeon who is incredibly talented and accomplished. - The first African America female to graduate from Harvard PRS👩🏾‍🎓
- The first African America female to graduate from Baylor College of Medicine PRS👩🏾‍🎓.
-A fellowship trained IMG attending surgeon who fell in love💕 with an American 🇺🇸and decided to start residency all over again in the United States while running their non profit abroad 🇺🇬
- A Female US Air Force Reserve Flight Surgeon ✈️
- Multiple business owners🧑🏿‍⚕️👨🏿‍⚕️
- Multiple PSF grants👩🏾‍🔬
- Multiple mission trip surgeons 🩺
- Multiple fellowship trained surgeons 🎓
- Starter of a mask line with medical grade filters😷
- The only African American plastic surgeon to have separated TWO sets of conjoined twins👶🏻👶🏻
.
.
For EVERYONE who continues to rise above expectations and status quo, this is for you!
.
For EVERYONE coming up to join our ranks as plastic surgeons, this is also for you!
.
no matter where you are in your career, DO NOT GIVE UP! .
.

no matter who you are in plastic surgery, You deserve not just to survive, but to thrive. #TimesUpPRS .
.

To catch the whole video (and the beautiful ending), head over the our IGTV! . *Masks used in the video were used, about to be used by the surgeon, recycled, old, or not contaminated during filming.* .
.
#BlackDoctor #BlackDoctors #IAmYourDoctor #BlackPlasticSurgeon #BlackPlasticSurgeons #GarnesSociety #WhiteCoatsBlackDoctors

#TimesUpPRS #TimesUpHC #TimesUpNow #TimesUp #EqualityCantWait #EquityNow
#PlasticSurgeryEducation #PlasticSurgeryASPS #PlasticSurgery #ILookLikeASurgeon #ILookLikeAPlasticSurgeon #PlasticSurgeryResidency #PlasticSurgeryResidents #ASPS #PlasticSurgeon
#Diversity #Mentorship #StandUpForTimesUp
#IAmYourDoctor #projectDiversityMedicine *I do not own the rights to this music***"
2310396711632932865|1981421774|2020-05-16 14:55:07|GraphVideo|1|2|21|CAQLZF3HJAB|Update
2310397686194571455|2227669802|2020-05-16 14:54:48|GraphImage|0|3||CAQLnRfgwi_|"~ Dott. Roberto Bertoloni 👨🏻‍⚕️
.
Labioplastica 🌺
.
L'intervento di labioplastica è un’operazione di chirurgia estetica che permette il rimodellamento delle piccole labbra e della vagina.
Alcune donne possono avere disagi fisici, nonché psicologici rispetto l’aspetto “alterato” della loro vagina, è possibile rimuovere l’eccesso di pelle in quella zona e conferirle un nuovo aspetto, una nuova forma, armonia e funzionalità.
.
www.robertobertoloni.it
.
#plasticsurgery #robertobertoloni #cosmeticsurgery #beauty #surgery #rhinoplasty #liposuction #botox  #lipo #beforeandafter #chirurgiaintima #facelift #aesthetics #antiaging #sessuale #mommymakeover #aesthetic #aestheticsurgery #fillers #intimo #doctor #rinoplastia #labioplastica"
2310396606665271361|7028086556|2020-05-16 14:52:39|GraphSidecar|1|21||CAQLXkGjShB|Using my surgical skills for something new since elective surgery has been suspended.  I have been spending the morning making delicious shrimp, green bean, shiitake and hen of the woods gyozas.  These have become an absolute favorite in our house.  What’s your favorite quarantine food?  #dumplings #gyoza #quarentine #ilooklikeasurgeon #plasticsurgery #cosmeticsurgery #favoritethings #food
2310396396212379585|258582629|2020-05-16 14:52:14|GraphImage|4|27||CAQLUgGlN_B|PRECISION SCULPT®️ of the Arms. Before and 3 Months After. This awake procedure gets rid of that stubborn and leaves you slimmer. #idealfaceandbody #precisionsculpt #armlipo #lipo #liposuction #laserlipo #bestlipo #awakelipo #awakesurgery #beforeandafter #plasticsurgery #precisionsculpt®️
2310396369327985588|1337627516|2020-05-16 14:52:11|GraphImage|3|26||CAQLUHEJZO0|My body is a temple. An abandoned temple primarily used for ‘quarantine lifestyle’ food storage 🦦 #dailywalk#socialdistancing#socialdistancing2020#quarantine#quarantinelife#batterseapark#peachybum @dr._aslani (in need of post corona upgrade 🍑) #mermaidhair @tatianakarelinaofficial (also in need of upgrade post corona) Honestly everything needs an upgrade post corona 💎🔨 #postcoronaplans#tatianakarelinalondon#whitejeans @topshop #walktheline #takingwhatsmine#spreadyourwingsandfly#weekendvibes#londoner#plasticsurgery#bbl#misspeach#barbievibes#lifeisplasticitsfantastic#lockdown2020#lockdownlife#mentalhealthawareness 🦥
2310396346845963196|4681481738|2020-05-16 14:52:08|GraphSidecar|0|4||CAQLTyIHSO8|"Thank you to all frontline health workers!

We are grateful for your continued hard work and commitment to caring for your patients.

We'd also like to say a special thank you to our team member Ramon. Ramon is a certified respiratory therapist, and while our facility was closed he was out helping with coronavirus testing at mobile test centers and nursing homes across the region.

#thankyou #healthcareheroes #covid19

#healthcareworkers #coronavirus #hyperbaric #hyperbarics #hyperbaricsorlando #hbot #hyperbaricoxygentherapy #oxygentherapy #oxygen #oxygenchamber #hyperbaricchamber #hyperbarichealing #woundcare #therapy #surgery #recovery #plasticsurgery #cosmeticsurgery #orlando #florida #drphillips #natural #health #healthcare #healing #doctorsorders #medicine"
2310393402510004628|7722174|2020-05-16 14:52:00|GraphVideo|4|152|661|CAQKo8AA9GU|"ᴍᴀʟᴇ ᴊᴀᴡʟɪɴᴇ ᴍᴀsᴄᴜʟɪɴɪᴢᴀᴛɪᴏɴ 📐💉 🤯 BLOWN AWAY 🤯
.
.
This is the power of Radiesse 🙌🏽 A unique calcium based filler that can not only be used to create amazing Jawlines, Chins, Cheeks but also stimulates your body’s own collagen production leaving you with amazing long lasting results. Also comes in 1.5ml per syringe, so more bang for your $$$. .
.
Bravo to this patient who has never even had Botox before, but decided to take the leap and have this life changing procedure. Thank you for trusting me with your face!!!! 🤍 
Also shoutout to @dr.zackally at @derma_medical for changing my life with your injectables training. Your teachings will stay with me for life! If anyone wants to learn from the master, I urge you to take his classes! It will upgrade your game and confidence as an aesthetic injector. #keeplearningkeepgrowing 📚 .
.
.
7.5 mls (5 syringes) of Radiesse (CaHA) filler. 💉💉💉💉💉 If you’d like to see me for this procedure, call @hochsteinmedspa at 786.802.6699📲
.
.
. 
#BAEME #LIPSBYLIMOR #facialrejuvenation #ivtherapy  #plastics #PDOthreads #plasticsurgery #cosmetics #aesthetics #injectibles #restylane #juvederm #galderma #merz #allergan #beauty #results #miami #nyc #transformation #goals #prp #dysport #dermalfiller #lips #pout #beautiebae #hochsteinmedspa #plasticsurgery #cosmetics #aesthetics #injectables"
2310390569158193763|6989471559|2020-05-16 14:50:00|GraphVideo|0|0|21|CAQJ_tPFjJj|"Liquid Rhinoplasty by @dreliemehanna 
Non-surgical rhinoplasty is a medical aesthetic procedure in which injectable fillers, most commonly hyaluronic acid  are used to alter and shape a person's nose without a surgery
عملية تجميل الأنف غير الجراحية هي إجراء جمالي طبي يتم فيه استخدام الفيلر ، لتغيير وتجميل أنف الشخص دون جراحة
#pielmedicalcenter 
#liquidrhinoplasty 
#plasticsurgery 
#botoxinjections 
#fillersinjection 
#zahle 
#bekaa 
#westbekaa 
For more information call us:
Tel:08/820988 81/669996"
2310384201482060352|2335408711|2020-05-16 14:28:00|GraphImage|1|14||CAQIjC4A0JA|#wirliebenbayern #wirliebenmünchen #fashionstyle #instagood #leder #instaphoto #instamusic #selflove #münchenfitness #cardioworkout #bodyandsoul #coronavirus #fuckcorona #me #tagstagram #himmel #streetstyle #love #shopping  #cute #picoftheday #shorthair #karneval #cool #versace #plasticsurgery #dankegott #aida
